Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
2019,1,1,0,30,10.8,87.98,0.16,1,0
2019,1,1,1,30,9.8,95.27,0.16,1.4000000000000001,0
2019,1,1,2,30,8.9,100,0.16,1.6,0
2019,1,1,3,30,8.4,100,0.16,1.7000000000000002,0
2019,1,1,4,30,8.3,100,0.16,2,0
2019,1,1,5,30,8.6,100,0.16,2.7,0
2019,1,1,6,30,8.9,100,0.16,3.2,0
2019,1,1,7,30,9.700000000000001,95.65,0.16,3.7,13
2019,1,1,8,30,11.200000000000001,86.39,0.16,4.3,100
2019,1,1,9,30,12.9,77.77,0.16,4.5,189
2019,1,1,10,30,14.600000000000001,70.89,0.16,4.6000000000000005,213
2019,1,1,11,30,15.9,66.34,0.16,4.5,199
2019,1,1,12,30,16.7,63.690000000000005,0.16,4.5,330
2019,1,1,13,30,17,63.050000000000004,0.16,4.4,343
2019,1,1,14,30,17,64.01,0.16,4.3,193
2019,1,1,15,30,16.6,66.31,0.16,4.1000000000000005,98
2019,1,1,16,30,15.600000000000001,72.34,0.16,3.6,46
2019,1,1,17,30,14.8,78.95,0.16,3.5,7
2019,1,1,18,30,14.200000000000001,83.32000000000001,0.16,3.9000000000000004,0
2019,1,1,19,30,13.600000000000001,87.54,0.16,4.2,0
2019,1,1,20,30,13,91.13,0.16,4.1000000000000005,0
2019,1,1,21,30,12.5,92.89,0.16,4.1000000000000005,0
2019,1,1,22,30,12.100000000000001,93.33,0.16,4.3,0
2019,1,1,23,30,11.700000000000001,94.05,0.16,4.6000000000000005,0
2019,1,2,0,30,11.100000000000001,95.65,0.16,5.1000000000000005,0
2019,1,2,1,30,10.4,96.25,0.16,5.5,0
2019,1,2,2,30,9.700000000000001,95.14,0.16,5.4,0
2019,1,2,3,30,9.200000000000001,94.37,0.16,5.2,0
2019,1,2,4,30,8.9,93.63,0.16,4.9,0
2019,1,2,5,30,8.700000000000001,93.34,0.16,4.6000000000000005,0
2019,1,2,6,30,8.700000000000001,92.57000000000001,0.16,4.4,0
2019,1,2,7,30,8.8,92.4,0.16,4.5,2
2019,1,2,8,30,9.200000000000001,91.10000000000001,0.16,4.5,12
2019,1,2,9,30,9.600000000000001,90.32000000000001,0.16,4.3,17
2019,1,2,10,30,9.9,89.67,0.16,4.1000000000000005,43
2019,1,2,11,30,9.9,90.11,0.16,4.2,64
2019,1,2,12,30,10,89.33,0.16,4.2,53
2019,1,2,13,30,9.9,89.49,0.16,4.5,61
2019,1,2,14,30,9.700000000000001,90.21000000000001,0.16,4.9,44
2019,1,2,15,30,9.5,90.32000000000001,0.16,4.800000000000001,59
2019,1,2,16,30,9.3,90.3,0.16,4.3,20
2019,1,2,17,30,9.1,91.19,0.16,3.6,2
2019,1,2,18,30,9,92.21000000000001,0.16,3,0
2019,1,2,19,30,9,92.47,0.16,2.4000000000000004,0
2019,1,2,20,30,9,93.63,0.16,2.2,0
2019,1,2,21,30,9,94.27,0.16,2.8000000000000003,0
2019,1,2,22,30,9,94.75,0.16,3.5,0
2019,1,2,23,30,8.9,94.94,0.16,3.6,0
2019,1,3,0,30,8.8,94.85000000000001,0.16,3.1,0
2019,1,3,1,30,8.9,93.99,0.16,2.5,0
2019,1,3,2,30,9,94.60000000000001,0.16,2.7,0
2019,1,3,3,30,8.8,96.74000000000001,0.16,3.3000000000000003,0
2019,1,3,4,30,8.5,97.26,0.16,3.8000000000000003,0
2019,1,3,5,30,8.200000000000001,97.58,0.16,4.6000000000000005,0
2019,1,3,6,30,7.9,98,0.16,5.300000000000001,0
2019,1,3,7,30,7.7,96.66,0.16,5.7,3
2019,1,3,8,30,7.800000000000001,92.51,0.16,5.6000000000000005,22
2019,1,3,9,30,8.700000000000001,85.34,0.16,5.300000000000001,47
2019,1,3,10,30,10.5,75.97,0.16,5.300000000000001,167
2019,1,3,11,30,12.5,67.37,0.16,5.6000000000000005,124
2019,1,3,12,30,14.100000000000001,60.95,0.16,5.800000000000001,250
2019,1,3,13,30,15,56.54,0.16,5.9,585
2019,1,3,14,30,15.4,53.19,0.16,5.6000000000000005,570
2019,1,3,15,30,15.200000000000001,52.44,0.16,4.800000000000001,418
2019,1,3,16,30,13.5,59.480000000000004,0.16,3.1,224
2019,1,3,17,30,11.3,74.86,0.16,2,37
2019,1,3,18,30,10.4,77.54,0.15,1.9000000000000001,0
2019,1,3,19,30,10,79.01,0.15,1.8,0
2019,1,3,20,30,9.600000000000001,79.84,0.15,1.7000000000000002,0
2019,1,3,21,30,9,82.11,0.15,1.6,0
2019,1,3,22,30,8.3,85.71000000000001,0.15,1.7000000000000002,0
2019,1,3,23,30,7.7,88.77,0.15,1.7000000000000002,0
2019,1,4,0,30,7.1000000000000005,91.66,0.15,1.9000000000000001,0
2019,1,4,1,30,6.800000000000001,93.17,0.15,2.2,0
2019,1,4,2,30,6.5,95.5,0.15,2.5,0
2019,1,4,3,30,6.300000000000001,97.29,0.15,2.7,0
2019,1,4,4,30,6,99.57000000000001,0.15,2.8000000000000003,0
2019,1,4,5,30,5.6000000000000005,100,0.15,2.8000000000000003,0
2019,1,4,6,30,5.4,100,0.15,2.7,0
2019,1,4,7,30,6.7,90.47,0.15,3.1,20
2019,1,4,8,30,9,77.53,0.15,3.3000000000000003,200
2019,1,4,9,30,11.700000000000001,66.09,0.15,3.1,403
2019,1,4,10,30,14.4,52.84,0.15,3,566
2019,1,4,11,30,16.5,45.84,0.15,2.8000000000000003,670
2019,1,4,12,30,18.1,38,0.15,2.8000000000000003,712
2019,1,4,13,30,18.900000000000002,35.68,0.15,2.7,678
