Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
2023,1,1,0,30,15.200000000000001,100,0.16,1.9000000000000001,0
2023,1,1,1,30,15,100,0.16,1.8,0
2023,1,1,2,30,14.700000000000001,100,0.16,1.8,0
2023,1,1,3,30,14.5,100,0.16,1.7000000000000002,0
2023,1,1,4,30,14.4,100,0.16,1.6,0
2023,1,1,5,30,14.3,100,0.16,1.6,0
2023,1,1,6,30,14.4,100,0.16,1.5,0
2023,1,1,7,30,16,100,0.16,1.7000000000000002,17
2023,1,1,8,30,18.5,90.75,0.16,2.4000000000000004,149
2023,1,1,9,30,20.400000000000002,84.17,0.16,3.1,276
2023,1,1,10,30,22,77.88,0.16,3.7,208
2023,1,1,11,30,23.200000000000003,71.75,0.16,4,250
2023,1,1,12,30,24.1,66.8,0.16,4.1000000000000005,450
2023,1,1,13,30,24.6,64.08,0.16,3.9000000000000004,546
2023,1,1,14,30,24.6,63.71,0.16,3.8000000000000003,511
2023,1,1,15,30,24,65.94,0.16,3.5,371
2023,1,1,16,30,22.200000000000003,75.28,0.16,3,187
2023,1,1,17,30,20.400000000000002,88.95,0.16,3.1,26
2023,1,1,18,30,19.8,97.44,0.16,3.6,0
2023,1,1,19,30,19.700000000000003,100,0.16,3.8000000000000003,0
2023,1,1,20,30,19.900000000000002,100,0.16,4,0
2023,1,1,21,30,20,100,0.16,4.4,0
2023,1,1,22,30,19.8,100,0.16,4.3,0
2023,1,1,23,30,19.5,100,0.16,4.1000000000000005,0
2023,1,2,0,30,19.3,100,0.16,3.8000000000000003,0
2023,1,2,1,30,19.1,100,0.16,3.6,0
2023,1,2,2,30,19,100,0.16,3.6,0
2023,1,2,3,30,19.200000000000003,100,0.16,4,0
2023,1,2,4,30,19.5,100,0.16,4.4,0
2023,1,2,5,30,19.8,100,0.16,4.7,0
2023,1,2,6,30,20.1,100,0.16,5,0
2023,1,2,7,30,20.900000000000002,97.2,0.16,5.7,14
2023,1,2,8,30,22.200000000000003,92.01,0.16,6.9,146
2023,1,2,9,30,23.6,86.9,0.16,7.6000000000000005,100
2023,1,2,10,30,24.6,81.52,0.16,7.6000000000000005,200
2023,1,2,11,30,25.3,76.12,0.16,7.1000000000000005,249
2023,1,2,12,30,25.8,71.74,0.16,6.5,459
2023,1,2,13,30,26.200000000000003,68.21000000000001,0.16,6,480
2023,1,2,14,30,26.3,66.37,0.16,5.5,360
2023,1,2,15,30,25.900000000000002,67.06,0.16,4.9,265
2023,1,2,16,30,24.3,75.16,0.16,3.9000000000000004,130
2023,1,2,17,30,22.400000000000002,87.94,0.16,3.8000000000000003,20
2023,1,2,18,30,21.3,96.21000000000001,0.16,4.5,0
2023,1,2,19,30,20.8,100,0.16,4.6000000000000005,0
2023,1,2,20,30,20.6,100,0.16,4.4,0
2023,1,2,21,30,20.400000000000002,100,0.16,4.1000000000000005,0
2023,1,2,22,30,20,100,0.16,3.7,0
2023,1,2,23,30,19.6,100,0.16,3.4000000000000004,0
2023,1,3,0,30,19.3,100,0.16,3.1,0
2023,1,3,1,30,18.8,100,0.16,2.6,0
2023,1,3,2,30,18.3,100,0.16,1.9000000000000001,0
2023,1,3,3,30,18,100,0.16,1.4000000000000001,0
2023,1,3,4,30,17.7,100,0.16,1.2000000000000002,0
2023,1,3,5,30,17.2,100,0.16,1.4000000000000001,0
2023,1,3,6,30,17,100,0.16,2.1,0
2023,1,3,7,30,17.6,98.34,0.16,3.3000000000000003,16
2023,1,3,8,30,19.1,81.96000000000001,0.16,3.8000000000000003,157
2023,1,3,9,30,21.200000000000003,63.89,0.16,4,119
2023,1,3,10,30,23.200000000000003,41.58,0.16,4.6000000000000005,367
2023,1,3,11,30,24.400000000000002,34.25,0.16,4.5,634
2023,1,3,12,30,25.200000000000003,32.410000000000004,0.16,4.2,674
2023,1,3,13,30,25.5,32.62,0.16,3.7,647
2023,1,3,14,30,25.400000000000002,33.56,0.16,3.1,465
2023,1,3,15,30,24.6,35.96,0.16,2.2,403
2023,1,3,16,30,22.6,48.77,0.16,1.4000000000000001,206
2023,1,3,17,30,20.6,62.83,0.16,1.2000000000000002,34
2023,1,3,18,30,19.8,62.15,0.15,1.2000000000000002,0
2023,1,3,19,30,19.1,66.19,0.15,1.2000000000000002,0
2023,1,3,20,30,18.5,70.58,0.15,1.1,0
2023,1,3,21,30,18,72.69,0.15,1,0
2023,1,3,22,30,17.5,72.37,0.15,0.9,0
2023,1,3,23,30,16.8,74.06,0.15,1,0
2023,1,4,0,30,15.9,76.96000000000001,0.15,1.2000000000000002,0
2023,1,4,1,30,14.8,81.26,0.15,1.3,0
2023,1,4,2,30,14.100000000000001,81.74,0.15,1.5,0
2023,1,4,3,30,13.5,80.98,0.15,1.6,0
2023,1,4,4,30,13,81.17,0.15,1.7000000000000002,0
2023,1,4,5,30,12.5,82.26,0.15,2.2,0
2023,1,4,6,30,12.4,80.93,0.15,2.8000000000000003,0
2023,1,4,7,30,13.700000000000001,71.53,0.15,3.7,18
2023,1,4,8,30,16.2,57.32,0.15,4,189
2023,1,4,9,30,19.1,47.32,0.15,3.5,383
2023,1,4,10,30,21.700000000000003,39.92,0.15,3.7,542
2023,1,4,11,30,23.3,31.85,0.15,3.8000000000000003,647
2023,1,4,12,30,24.1,29.21,0.15,3.4000000000000004,686
2023,1,4,13,30,24.6,28.14,0.15,3,657
2023,1,4,14,30,24.700000000000003,27.97,0.15,2.5,562
2023,1,4,15,30,24,29.53,0.15,1.7000000000000002,408
2023,1,4,16,30,22.400000000000002,40.06,0.15,0.8,218
2023,1,4,17,30,20.5,48.7,0.15,0.8,36
2023,1,4,18,30,18.8,54.59,0.15,1.1,0
2023,1,4,19,30,17.1,65.35,0.15,1.3,0
2023,1,4,20,30,15.9,73.22,0.15,1.4000000000000001,0
2023,1,4,21,30,15.100000000000001,77.86,0.15,1.5,0
2023,1,4,22,30,14.700000000000001,79.92,0.15,1.5,0
2023,1,4,23,30,14.3,81.91,0.15,1.5,0
2023,1,5,0,30,13.9,84.15,0.15,1.5,0
2023,1,5,1,30,13.4,87.42,0.15,1.5,0
2023,1,5,2,30,12.9,92.25,0.15,1.5,0
2023,1,5,3,30,12.3,97.19,0.15,1.5,0
2023,1,5,4,30,11.700000000000001,100,0.15,1.6,0
2023,1,5,5,30,11.100000000000001,100,0.15,1.7000000000000002,0
2023,1,5,6,30,10.9,98.84,0.15,1.9000000000000001,0
2023,1,5,7,30,12.100000000000001,85.98,0.15,2.5,18
2023,1,5,8,30,14.4,69.96000000000001,0.15,2.7,191
2023,1,5,9,30,17,57.92,0.15,2.2,386
2023,1,5,10,30,19.6,47.89,0.15,1.5,547
2023,1,5,11,30,21.700000000000003,42,0.15,0.9,651
2023,1,5,12,30,23.5,35.95,0.15,0.7000000000000001,689
2023,1,5,13,30,24.6,32.07,0.15,0.6000000000000001,658
2023,1,5,14,30,24.700000000000003,31.59,0.15,0.8,561
2023,1,5,15,30,23.8,34.79,0.15,1,410
2023,1,5,16,30,21,50.15,0.15,1.3,220
2023,1,5,17,30,18,71.83,0.15,1.7000000000000002,37
2023,1,5,18,30,16.6,79.75,0.15,2.1,0
2023,1,5,19,30,15.8,92.11,0.15,2.3000000000000003,0
2023,1,5,20,30,15.4,100,0.15,2.2,0
2023,1,5,21,30,15.200000000000001,100,0.15,2,0
2023,1,5,22,30,15.100000000000001,100,0.15,1.9000000000000001,0
2023,1,5,23,30,14.9,100,0.15,1.9000000000000001,0
2023,1,6,0,30,14.9,100,0.15,1.8,0
2023,1,6,1,30,14.8,100,0.15,1.8,0
2023,1,6,2,30,14.8,100,0.15,1.8,0
2023,1,6,3,30,14.8,100,0.15,1.7000000000000002,0
2023,1,6,4,30,14.9,100,0.15,1.7000000000000002,0
2023,1,6,5,30,14.9,100,0.15,1.8,0
2023,1,6,6,30,15.100000000000001,100,0.15,1.8,0
2023,1,6,7,30,16.900000000000002,100,0.15,2.5,17
2023,1,6,8,30,19.700000000000003,88.94,0.15,3.5,182
2023,1,6,9,30,21.8,78.71000000000001,0.15,4.5,372
2023,1,6,10,30,23.400000000000002,68.66,0.15,5.300000000000001,528
2023,1,6,11,30,24.200000000000003,62.97,0.15,5.5,634
2023,1,6,12,30,24.700000000000003,59.78,0.15,5.7,674
2023,1,6,13,30,24.700000000000003,59.36,0.15,5.7,645
2023,1,6,14,30,24.400000000000002,60.6,0.15,5.7,549
2023,1,6,15,30,23.6,64.15,0.15,5.5,400
2023,1,6,16,30,22,72.66,0.15,4.800000000000001,215
2023,1,6,17,30,20.3,85.10000000000001,0.15,4.2,37
2023,1,6,18,30,19.3,94.29,0.15,4.1000000000000005,0
2023,1,6,19,30,18.900000000000002,99.52,0.15,4,0
2023,1,6,20,30,18.7,100,0.15,3.6,0
2023,1,6,21,30,18.5,100,0.15,3.4000000000000004,0
2023,1,6,22,30,18.5,100,0.15,3.5,0
2023,1,6,23,30,18.6,100,0.15,3.8000000000000003,0
2023,1,7,0,30,18.8,100,0.15,4,0
2023,1,7,1,30,19,100,0.15,4.3,0
2023,1,7,2,30,19.1,100,0.15,4.3,0
2023,1,7,3,30,18.900000000000002,100,0.15,3.9000000000000004,0
2023,1,7,4,30,18.6,100,0.15,3.4000000000000004,0
2023,1,7,5,30,18.400000000000002,100,0.15,3.1,0
2023,1,7,6,30,18.3,100,0.15,2.8000000000000003,0
2023,1,7,7,30,19.400000000000002,99.06,0.15,3.2,15
2023,1,7,8,30,21.1,91.33,0.15,3.8000000000000003,172
2023,1,7,9,30,22.700000000000003,85.18,0.15,4.4,352
2023,1,7,10,30,24,78.12,0.15,4.6000000000000005,403
2023,1,7,11,30,24.8,73.35000000000001,0.15,4.5,200
2023,1,7,12,30,25.3,70.22,0.15,4.2,313
2023,1,7,13,30,25.400000000000002,68.87,0.15,4,504
2023,1,7,14,30,25.200000000000003,69.27,0.15,3.9000000000000004,516
2023,1,7,15,30,24.400000000000002,72.36,0.15,3.9000000000000004,391
2023,1,7,16,30,23,80.08,0.15,3.7,208
2023,1,7,17,30,21.5,90.55,0.15,3.6,35
2023,1,7,18,30,20.700000000000003,97.04,0.15,3.5,0
2023,1,7,19,30,20.400000000000002,99.57000000000001,0.15,3.2,0
2023,1,7,20,30,20.1,100,0.15,2.7,0
2023,1,7,21,30,19.900000000000002,100,0.15,2.4000000000000004,0
2023,1,7,22,30,19.700000000000003,100,0.15,2.2,0
2023,1,7,23,30,19.5,100,0.15,1.9000000000000001,0
2023,1,8,0,30,19.3,100,0.15,1.7000000000000002,0
2023,1,8,1,30,19.200000000000003,100,0.15,1.5,0
2023,1,8,2,30,19.200000000000003,100,0.15,1.1,0
2023,1,8,3,30,18.900000000000002,100,0.15,1,0
