Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
1999,1,1,0,30,18.5,100,0.16,2.8000000000000003,0
1999,1,1,1,30,18.5,100,0.16,3.2,0
1999,1,1,2,30,18.7,100,0.16,3.6,0
1999,1,1,3,30,18.900000000000002,98.56,0.16,3.9000000000000004,0
1999,1,1,4,30,19,97.71000000000001,0.16,4.2,0
1999,1,1,5,30,19.1,97.07000000000001,0.16,4.2,0
1999,1,1,6,30,19.1,97.23,0.16,3.9000000000000004,0
1999,1,1,7,30,19.5,95.5,0.16,3.7,14
1999,1,1,8,30,20.5,92.74,0.16,4,171
1999,1,1,9,30,21.700000000000003,89.67,0.16,4.9,125
1999,1,1,10,30,22.700000000000003,85.69,0.16,6.1000000000000005,274
1999,1,1,11,30,23.3,81.51,0.16,7,430
1999,1,1,12,30,23.8,77.67,0.16,7.5,135
1999,1,1,13,30,23.8,77.7,0.16,7.6000000000000005,600
1999,1,1,14,30,23.400000000000002,79.67,0.16,7.5,507
1999,1,1,15,30,22.8,83.04,0.16,7.1000000000000005,365
1999,1,1,16,30,22,87.68,0.16,6.7,183
1999,1,1,17,30,21.400000000000002,90.17,0.16,6.7,22
1999,1,1,18,30,21.200000000000003,90.48,0.16,6.6000000000000005,0
1999,1,1,19,30,21,91.44,0.16,6.1000000000000005,0
1999,1,1,20,30,20.5,94.49,0.16,5.1000000000000005,0
1999,1,1,21,30,19.700000000000003,99.72,0.16,3.7,0
1999,1,1,22,30,19,100,0.16,2.7,0
1999,1,1,23,30,18.5,100,0.16,2.1,0
1999,1,2,0,30,18.5,100,0.16,2,0
1999,1,2,1,30,18.7,100,0.16,2.3000000000000003,0
1999,1,2,2,30,18.5,100,0.16,2.7,0
1999,1,2,3,30,17.6,100,0.16,4.3,0
1999,1,2,4,30,15.600000000000001,100,0.16,6.300000000000001,0
1999,1,2,5,30,12.9,98.73,0.16,7.5,0
1999,1,2,6,30,10.9,89.7,0.16,7.9,0
1999,1,2,7,30,9.8,84.54,0.16,8.200000000000001,16
1999,1,2,8,30,9.700000000000001,70.91,0.16,8.5,188
1999,1,2,9,30,10.200000000000001,60.56,0.16,8.5,385
1999,1,2,10,30,11.200000000000001,55.58,0.16,8.4,546
1999,1,2,11,30,12.3,53.07,0.16,8.4,654
1999,1,2,12,30,13.4,50.67,0.16,8.3,698
1999,1,2,13,30,14,48.32,0.16,8,668
1999,1,2,14,30,14.200000000000001,44.96,0.16,7.4,572
1999,1,2,15,30,13.8,43.52,0.16,6.6000000000000005,413
1999,1,2,16,30,12.5,46.31,0.16,5.2,217
1999,1,2,17,30,10.700000000000001,56.09,0.16,3.9000000000000004,32
1999,1,2,18,30,9.600000000000001,66.2,0.16,3.5,0
1999,1,2,19,30,9,70.05,0.16,3.5,0
1999,1,2,20,30,8.5,72.34,0.16,3.6,0
1999,1,2,21,30,8.1,73.42,0.16,3.9000000000000004,0
1999,1,2,22,30,7.800000000000001,73.66,0.16,4.2,0
1999,1,2,23,30,7.4,74.63,0.16,4.4,0
1999,1,3,0,30,7,76.15,0.16,4.4,0
1999,1,3,1,30,6.4,79.16,0.16,4.1000000000000005,0
1999,1,3,2,30,5.9,81.99,0.16,3.9000000000000004,0
1999,1,3,3,30,5.4,84.76,0.16,3.8000000000000003,0
1999,1,3,4,30,5,86.63,0.16,4,0
1999,1,3,5,30,4.7,87.24,0.16,4.2,0
1999,1,3,6,30,4.5,86.60000000000001,0.16,4.7,0
1999,1,3,7,30,4.800000000000001,80.08,0.16,5.6000000000000005,17
1999,1,3,8,30,5.7,67.44,0.16,6.800000000000001,193
1999,1,3,9,30,6.6000000000000005,54.95,0.16,7.1000000000000005,389
1999,1,3,10,30,7.6000000000000005,48.7,0.16,6.800000000000001,551
1999,1,3,11,30,8.5,45.74,0.16,6.2,657
1999,1,3,12,30,9.200000000000001,44.480000000000004,0.16,5.7,693
1999,1,3,13,30,9.600000000000001,44.07,0.16,5.2,663
1999,1,3,14,30,9.700000000000001,44.4,0.16,4.9,208
1999,1,3,15,30,9.4,45.660000000000004,0.16,4.6000000000000005,104
1999,1,3,16,30,8.3,50.04,0.16,3.9000000000000004,39
1999,1,3,17,30,6.9,60.24,0.16,3.5,13
1999,1,3,18,30,6.2,67.6,0.16,3.9000000000000004,0
1999,1,3,19,30,5.7,70.4,0.16,4.5,0
1999,1,3,20,30,5.2,72.65,0.16,4.800000000000001,0
1999,1,3,21,30,4.6000000000000005,74.86,0.16,4.7,0
1999,1,3,22,30,4,76.82000000000001,0.16,4.6000000000000005,0
1999,1,3,23,30,3.5,77.39,0.16,4.5,0
1999,1,4,0,30,3.2,77.47,0.16,4.2,0
