Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
2022,1,1,0,30,23,97.82000000000001,0.16,6.800000000000001,0
2022,1,1,1,30,23.1,96.8,0.16,7.2,0
2022,1,1,2,30,23.1,95.79,0.16,7.4,0
2022,1,1,3,30,23.1,94.22,0.16,7.300000000000001,0
2022,1,1,4,30,22.700000000000003,95.16,0.16,6.300000000000001,0
2022,1,1,5,30,22.1,97.27,0.16,5.1000000000000005,0
2022,1,1,6,30,21.5,99.13,0.16,4.4,0
2022,1,1,7,30,22,94.28,0.16,4.5,17
2022,1,1,8,30,23.8,82.60000000000001,0.16,4.7,106
2022,1,1,9,30,26.1,65.67,0.16,4.7,366
2022,1,1,10,30,27.900000000000002,51.77,0.16,4.4,511
2022,1,1,11,30,29.1,46.33,0.16,4.1000000000000005,608
2022,1,1,12,30,30,43.24,0.16,3.7,662
2022,1,1,13,30,30.400000000000002,41.2,0.16,3.3000000000000003,634
2022,1,1,14,30,30.400000000000002,39.96,0.16,2.8000000000000003,540
2022,1,1,15,30,29.700000000000003,41.82,0.16,1.9000000000000001,390
2022,1,1,16,30,28,52.93,0.16,1,167
2022,1,1,17,30,26.1,67.42,0.16,0.9,17
2022,1,1,18,30,24.3,78.58,0.16,1.2000000000000002,0
2022,1,1,19,30,23.1,91.54,0.16,1.6,0
2022,1,1,20,30,22.700000000000003,100,0.16,2.1,0
2022,1,1,21,30,22.5,100,0.16,2.3000000000000003,0
2022,1,1,22,30,22.3,100,0.16,2,0
2022,1,1,23,30,22.200000000000003,100,0.16,1.5,0
2022,1,2,0,30,21.900000000000002,100,0.16,2,0
2022,1,2,1,30,20.400000000000002,100,0.16,5,0
2022,1,2,2,30,16.3,100,0.16,8.700000000000001,0
2022,1,2,3,30,10.9,96.24000000000001,0.16,10.200000000000001,0
2022,1,2,4,30,7.9,69.18,0.16,9.9,0
2022,1,2,5,30,7.2,63.51,0.16,9.4,0
2022,1,2,6,30,6.4,64.98,0.16,9.3,0
2022,1,2,7,30,5.800000000000001,65.15,0.16,9.3,14
2022,1,2,8,30,6.300000000000001,62.01,0.16,9.5,197
2022,1,2,9,30,7.2,55.44,0.16,9.700000000000001,402
2022,1,2,10,30,8.3,47.61,0.16,9.600000000000001,570
2022,1,2,11,30,9.5,41.75,0.16,9.5,678
2022,1,2,12,30,10.700000000000001,37.64,0.16,9.200000000000001,720
2022,1,2,13,30,11.5,35.410000000000004,0.16,8.9,694
2022,1,2,14,30,11.9,34.87,0.16,8.5,587
2022,1,2,15,30,11.8,35.95,0.16,7.800000000000001,429
2022,1,2,16,30,11,39.050000000000004,0.16,6.7,231
2022,1,2,17,30,9.9,44.09,0.16,5.4,32
2022,1,2,18,30,8.9,50.980000000000004,0.16,4.6000000000000005,0
2022,1,2,19,30,8.1,57.660000000000004,0.16,4,0
2022,1,2,20,30,7.5,62.64,0.16,3.6,0
2022,1,2,21,30,7,66.21000000000001,0.16,3.4000000000000004,0
2022,1,2,22,30,6.7,68.02,0.16,3.4000000000000004,0
2022,1,2,23,30,6.300000000000001,69.88,0.16,3.3000000000000003,0
2022,1,3,0,30,5.800000000000001,72.45,0.16,3,0
2022,1,3,1,30,5.2,75.85000000000001,0.16,2.7,0
2022,1,3,2,30,4.7,78.9,0.16,2.4000000000000004,0
2022,1,3,3,30,4.3,80.85000000000001,0.16,2.2,0
2022,1,3,4,30,3.8000000000000003,82.79,0.16,2,0
2022,1,3,5,30,3.4000000000000004,84.10000000000001,0.16,1.9000000000000001,0
2022,1,3,6,30,3.3000000000000003,84.19,0.16,1.9000000000000001,0
2022,1,3,7,30,4.4,78.43,0.16,2.4000000000000004,12
2022,1,3,8,30,6.7,64.65,0.16,2.8000000000000003,204
2022,1,3,9,30,9,48.44,0.16,2.8000000000000003,405
2022,1,3,10,30,10.700000000000001,38.89,0.16,2.8000000000000003,570
2022,1,3,11,30,11.8,35.39,0.16,2.5,678
2022,1,3,12,30,12.600000000000001,32.57,0.16,2.1,720
2022,1,3,13,30,13.100000000000001,30.76,0.16,1.8,688
2022,1,3,14,30,13.3,29.8,0.16,1.8,586
2022,1,3,15,30,13.100000000000001,30.19,0.16,1.7000000000000002,429
2022,1,3,16,30,11.700000000000001,34.09,0.16,1.5,231
2022,1,3,17,30,10,53.02,0.16,1.3,31
2022,1,3,18,30,9.3,53.620000000000005,0.15,1.5,0
2022,1,3,19,30,9,55.04,0.15,1.5,0
2022,1,3,20,30,8.700000000000001,57.79,0.15,1.6,0
2022,1,3,21,30,8.6,61.160000000000004,0.15,1.7000000000000002,0
2022,1,3,22,30,8.5,65.04,0.15,1.7000000000000002,0
2022,1,3,23,30,8.8,67.51,0.15,1.7000000000000002,0
2022,1,4,0,30,9.200000000000001,69.35000000000001,0.15,1.6,0
2022,1,4,1,30,9.700000000000001,70.83,0.15,1.5,0
2022,1,4,2,30,10.200000000000001,73.31,0.15,1.4000000000000001,0
2022,1,4,3,30,10.700000000000001,74.73,0.15,1.2000000000000002,0
2022,1,4,4,30,11.100000000000001,75.47,0.15,1,0
2022,1,4,5,30,11.5,75.68,0.15,0.8,0
2022,1,4,6,30,11.9,75.75,0.15,0.8,0
2022,1,4,7,30,13,72.75,0.15,0.7000000000000001,9
2022,1,4,8,30,14.8,69.47,0.15,1,185
2022,1,4,9,30,16.7,62.81,0.15,1.9000000000000001,377
2022,1,4,10,30,18.5,59.11,0.15,2.8000000000000003,536
2022,1,4,11,30,19.900000000000002,55.68,0.15,3.3000000000000003,397
2022,1,4,12,30,20.8,53.550000000000004,0.15,3.6,348
2022,1,4,13,30,21.400000000000002,52.44,0.15,3.6,381
2022,1,4,14,30,21.5,52.84,0.15,3.6,297
2022,1,4,15,30,21.1,55.19,0.15,3.4000000000000004,400
