Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
2021,1,1,0,30,6.1000000000000005,78.32000000000001,0.16,4.800000000000001,0
2021,1,1,1,30,6,78.85000000000001,0.16,4.5,0
2021,1,1,2,30,5.800000000000001,80.21000000000001,0.16,4,0
2021,1,1,3,30,5.4,83.33,0.16,3.4000000000000004,0
2021,1,1,4,30,5.2,85.78,0.16,3,0
2021,1,1,5,30,5.2,86.57000000000001,0.16,3.1,0
2021,1,1,6,30,5.4,85.64,0.16,3.4000000000000004,0
2021,1,1,7,30,6.2,81.24,0.16,3.8000000000000003,10
2021,1,1,8,30,8.1,71.23,0.16,4.2,140
2021,1,1,9,30,10.200000000000001,58.09,0.16,4.2,298
2021,1,1,10,30,11.8,49.93,0.16,4,403
2021,1,1,11,30,13.3,45.32,0.16,3.5,497
2021,1,1,12,30,14.600000000000001,42.300000000000004,0.16,3.2,632
2021,1,1,13,30,15.700000000000001,39.79,0.16,2.9000000000000004,490
2021,1,1,14,30,16.2,38.09,0.16,2.7,407
2021,1,1,15,30,16,38.08,0.16,2.3000000000000003,219
2021,1,1,16,30,14.5,43.89,0.16,1.7000000000000002,115
2021,1,1,17,30,12.700000000000001,61.2,0.16,1.4000000000000001,17
2021,1,1,18,30,11.700000000000001,63.5,0.16,1.6,0
