Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
2003,1,1,0,30,12.3,60.730000000000004,0.16,1.2000000000000002,0
2003,1,1,1,30,11.4,67.32000000000001,0.16,1.5,0
2003,1,1,2,30,10.600000000000001,75.9,0.16,1.7000000000000002,0
2003,1,1,3,30,10,85.49,0.16,1.8,0
2003,1,1,4,30,9.5,94.17,0.16,1.8,0
2003,1,1,5,30,9.3,98.75,0.16,1.7000000000000002,0
2003,1,1,6,30,9.3,100,0.16,1.7000000000000002,0
2003,1,1,7,30,10.9,92.64,0.16,2,7
2003,1,1,8,30,13.5,84.59,0.16,2.5,140
2003,1,1,9,30,16.2,77.83,0.16,3.2,386
2003,1,1,10,30,19,67.78,0.16,4.4,541
2003,1,1,11,30,20.8,59.6,0.16,5.300000000000001,511
2003,1,1,12,30,21.700000000000003,60.050000000000004,0.16,5.2,678
2003,1,1,13,30,22.3,62.13,0.16,4.7,642
2003,1,1,14,30,22.6,64.07000000000001,0.16,3.8000000000000003,541
2003,1,1,15,30,22.1,67.62,0.16,2.4000000000000004,392
2003,1,1,16,30,20.5,82.19,0.16,1.5,203
2003,1,1,17,30,19,84.31,0.16,1.3,27
2003,1,1,18,30,18.5,82.41,0.16,1.3,0
2003,1,1,19,30,17.8,85.5,0.16,1.3,0
2003,1,1,20,30,16.5,89.85000000000001,0.16,1.5,0
2003,1,1,21,30,15.100000000000001,91.46000000000001,0.16,1.9000000000000001,0
2003,1,1,22,30,13.9,91.17,0.16,2.9000000000000004,0
2003,1,1,23,30,12.8,88.09,0.16,4.5,0
2003,1,2,0,30,11.4,86.33,0.16,6.2,0
2003,1,2,1,30,9.700000000000001,84.16,0.16,7.1000000000000005,0
2003,1,2,2,30,8.1,80.99,0.16,7.2,0
2003,1,2,3,30,7.1000000000000005,77.12,0.16,6.9,0
2003,1,2,4,30,6.4,76.25,0.16,6.2,0
2003,1,2,5,30,6,78.35000000000001,0.16,5.2,0
2003,1,2,6,30,5.800000000000001,81.28,0.16,4.7,0
2003,1,2,7,30,6.6000000000000005,78.43,0.16,4.800000000000001,18
2003,1,2,8,30,8.4,68.55,0.16,5.4,198
2003,1,2,9,30,10.3,55.53,0.16,5.800000000000001,399
2003,1,2,10,30,11.9,48.38,0.16,5.7,562
2003,1,2,11,30,13.200000000000001,44.89,0.16,5.4,668
2003,1,2,12,30,14.4,42.910000000000004,0.16,5.2,707
2003,1,2,13,30,15.200000000000001,42.43,0.16,5.2,676
2003,1,2,14,30,15.600000000000001,43.04,0.16,5.1000000000000005,578
2003,1,2,15,30,15.3,45.27,0.16,4.4,421
2003,1,2,16,30,13.600000000000001,54.86,0.16,3,225
2003,1,2,17,30,11.5,70.23,0.16,2.2,33
2003,1,2,18,30,10.700000000000001,71.92,0.16,2,0
2003,1,2,19,30,10.4,72.16,0.16,2,0
2003,1,2,20,30,10.100000000000001,72.11,0.16,1.9000000000000001,0
2003,1,2,21,30,9.700000000000001,72.68,0.16,1.9000000000000001,0
2003,1,2,22,30,9.1,74.51,0.16,1.9000000000000001,0
2003,1,2,23,30,8.6,75.99,0.16,1.8,0
2003,1,3,0,30,8,78.35000000000001,0.16,1.8,0
2003,1,3,1,30,7.4,81.06,0.16,1.8,0
2003,1,3,2,30,6.9,83.49,0.16,1.8,0
2003,1,3,3,30,6.4,86.17,0.16,1.8,0
2003,1,3,4,30,6,88.49,0.16,1.8,0
2003,1,3,5,30,5.6000000000000005,90.68,0.16,1.8,0
2003,1,3,6,30,5.5,90.66,0.16,1.8,0
2003,1,3,7,30,7,81.65,0.16,2.1,18
2003,1,3,8,30,9.4,72.12,0.16,2.4000000000000004,199
2003,1,3,9,30,11.9,62.13,0.16,1.9000000000000001,399
2003,1,3,10,30,14.8,49.35,0.16,1.5,558
2003,1,3,11,30,16.6,39.03,0.16,1.2000000000000002,665
2003,1,3,12,30,17.400000000000002,37.1,0.16,1,705
2003,1,3,13,30,17.7,36.88,0.16,0.7000000000000001,675
2003,1,3,14,30,17.7,36.980000000000004,0.16,0.6000000000000001,577
2003,1,3,15,30,17.3,38.39,0.16,0.6000000000000001,422
2003,1,3,16,30,15.9,45.9,0.16,0.9,226
2003,1,3,17,30,13.9,56.46,0.16,1.4000000000000001,35
2003,1,3,18,30,12.4,60.72,0.16,1.7000000000000002,0
2003,1,3,19,30,11.5,66.76,0.16,1.8,0
2003,1,3,20,30,11.100000000000001,70.05,0.16,2,0
2003,1,3,21,30,10.8,72.9,0.16,2.1,0
2003,1,3,22,30,10.700000000000001,74.82000000000001,0.16,2.1,0
2003,1,3,23,30,10.5,77,0.16,2.2,0
2003,1,4,0,30,10.3,79.85000000000001,0.16,2.2,0
2003,1,4,1,30,10.100000000000001,83.34,0.16,2.2,0
2003,1,4,2,30,9.9,86.46000000000001,0.16,2.2,0
2003,1,4,3,30,9.700000000000001,89.43,0.16,2.1,0
2003,1,4,4,30,9.600000000000001,91.62,0.16,1.9000000000000001,0
2003,1,4,5,30,9.5,93.5,0.16,1.8,0
2003,1,4,6,30,9.600000000000001,93.89,0.16,1.7000000000000002,0
2003,1,4,7,30,11.100000000000001,85.94,0.16,1.6,17
2003,1,4,8,30,13.5,78.32000000000001,0.16,1.6,192
2003,1,4,9,30,15.9,68.43,0.16,2.1,387
2003,1,4,10,30,17.8,60.65,0.16,2.9000000000000004,548
2003,1,4,11,30,18.900000000000002,56.77,0.16,3.3000000000000003,651
2003,1,4,12,30,19.5,55.13,0.16,3.2,689
2003,1,4,13,30,19.8,54.32,0.16,3,657
2003,1,4,14,30,19.8,54.550000000000004,0.16,2.6,559
2003,1,4,15,30,19.200000000000003,57.44,0.16,2.2,407
2003,1,4,16,30,17.400000000000002,70.68,0.16,1.8,216
2003,1,4,17,30,15.3,82.43,0.16,1.8,33
2003,1,4,18,30,14.5,84.22,0.16,2.1,0
2003,1,4,19,30,14.200000000000001,88.09,0.16,2.2,0
2003,1,4,20,30,14,92.78,0.16,2.3000000000000003,0
2003,1,4,21,30,13.8,97.36,0.16,2.3000000000000003,0
2003,1,4,22,30,13.600000000000001,100,0.16,2.3000000000000003,0
2003,1,4,23,30,13.4,100,0.16,2.2,0
2003,1,5,0,30,13.100000000000001,100,0.16,2,0
2003,1,5,1,30,12.8,100,0.16,1.8,0
2003,1,5,2,30,12.700000000000001,100,0.16,1.7000000000000002,0
2003,1,5,3,30,12.8,100,0.16,1.6,0
2003,1,5,4,30,13,100,0.16,1.5,0
2003,1,5,5,30,13.100000000000001,100,0.16,1.4000000000000001,0
2003,1,5,6,30,13.4,100,0.16,1.3,0
2003,1,5,7,30,14.4,97.28,0.16,1.2000000000000002,14
2003,1,5,8,30,16.3,88.36,0.16,1.4000000000000001,177
2003,1,5,9,30,18.5,80.49,0.16,2,368
2003,1,5,10,30,20.3,72,0.16,2.6,525
2003,1,5,11,30,21.1,68.14,0.16,2.5,629
2003,1,5,12,30,21.5,66.81,0.16,2.3000000000000003,672
2003,1,5,13,30,21.6,66.49,0.16,2.2,642
2003,1,5,14,30,21.6,66.05,0.16,2.1,549
2003,1,5,15,30,21.200000000000003,67.74,0.16,1.9000000000000001,399
2003,1,5,16,30,19.5,79.31,0.16,1.6,212
2003,1,5,17,30,17.6,89.89,0.16,1.8,34
2003,1,5,18,30,16.8,91.66,0.16,2.3000000000000003,0
2003,1,5,19,30,16.6,95.61,0.16,2.6,0
2003,1,5,20,30,16.3,100,0.16,2.6,0
2003,1,5,21,30,16.1,100,0.16,2.4000000000000004,0
2003,1,5,22,30,15.8,100,0.16,2.1,0
2003,1,5,23,30,15.600000000000001,100,0.16,1.9000000000000001,0
2003,1,6,0,30,15.4,100,0.16,1.7000000000000002,0
2003,1,6,1,30,15.5,100,0.16,1.6,0
2003,1,6,2,30,15.700000000000001,100,0.16,1.5,0
2003,1,6,3,30,15.9,100,0.16,1.4000000000000001,0
2003,1,6,4,30,16,100,0.16,1.4000000000000001,0
2003,1,6,5,30,16,100,0.16,1.5,0
2003,1,6,6,30,16.2,100,0.16,1.6,0
2003,1,6,7,30,17.3,98.78,0.16,2.1,14
2003,1,6,8,30,18.900000000000002,92.62,0.16,2.9000000000000004,136
2003,1,6,9,30,19.900000000000002,88.83,0.16,3.5,366
2003,1,6,10,30,20.700000000000003,81.35000000000001,0.16,3.7,524
2003,1,6,11,30,21.200000000000003,76.06,0.16,3.8000000000000003,524
2003,1,6,12,30,21.200000000000003,74.35000000000001,0.16,3.9000000000000004,616
2003,1,6,13,30,20.900000000000002,73.94,0.16,4.1000000000000005,408
2003,1,6,14,30,20.200000000000003,75.9,0.16,4.2,323
2003,1,6,15,30,19.3,80.39,0.16,4.2,236
2003,1,6,16,30,18.5,85.51,0.16,4,141
2003,1,6,17,30,17.7,89.53,0.16,3.9000000000000004,16
2003,1,6,18,30,17.2,91.54,0.16,3.8000000000000003,0
2003,1,6,19,30,16.900000000000002,92.59,0.16,3.8000000000000003,0
2003,1,6,20,30,16.6,93.28,0.16,3.7,0
2003,1,6,21,30,16.3,93.54,0.16,3.7,0
2003,1,6,22,30,15.9,93.60000000000001,0.16,3.7,0
2003,1,6,23,30,15.4,93.33,0.16,3.7,0
2003,1,7,0,30,14.9,92.58,0.16,3.6,0
2003,1,7,1,30,14.3,92.16,0.16,3.6,0
2003,1,7,2,30,13.700000000000001,91.83,0.16,3.7,0
2003,1,7,3,30,13,92.51,0.16,3.9000000000000004,0
2003,1,7,4,30,12.3,93.54,0.16,4.1000000000000005,0
2003,1,7,5,30,11.600000000000001,94.65,0.16,4.3,0
2003,1,7,6,30,11,95.64,0.16,4.3,0
2003,1,7,7,30,11,93.14,0.16,4.6000000000000005,7
2003,1,7,8,30,11.8,87.71000000000001,0.16,4.800000000000001,112
2003,1,7,9,30,13.100000000000001,81.53,0.16,4.6000000000000005,218
2003,1,7,10,30,14.5,75.96000000000001,0.16,4.2,407
2003,1,7,11,30,15.5,71.86,0.16,3.7,536
2003,1,7,12,30,16.1,68.5,0.16,3.3000000000000003,656
2003,1,7,13,30,16.3,66.16,0.16,3.1,520
2003,1,7,14,30,16.2,64.79,0.16,2.9000000000000004,482
2003,1,7,15,30,15.8,65.4,0.16,2.6,295
2003,1,7,16,30,14.700000000000001,70.94,0.16,2,156
2003,1,7,17,30,13.5,81.78,0.16,1.6,26
2003,1,7,18,30,12.8,83.29,0.16,1.6,0
2003,1,7,19,30,12.4,84.04,0.16,1.5,0
2003,1,7,20,30,11.9,84.98,0.16,1.5,0
2003,1,7,21,30,11.600000000000001,84.4,0.16,1.4000000000000001,0
2003,1,7,22,30,11.4,83.01,0.16,1.3,0
2003,1,7,23,30,11.3,81.92,0.16,1.2000000000000002,0
2003,1,8,0,30,11.100000000000001,81.64,0.16,1.2000000000000002,0
2003,1,8,1,30,10.9,81.69,0.16,1.2000000000000002,0
2003,1,8,2,30,10.5,83.35000000000001,0.16,1.2000000000000002,0
2003,1,8,3,30,10.200000000000001,84.88,0.16,1.2000000000000002,0
2003,1,8,4,30,9.8,87.67,0.16,1.3,0
2003,1,8,5,30,9.3,91.55,0.16,1.4000000000000001,0
2003,1,8,6,30,9.1,93.47,0.16,1.4000000000000001,0
2003,1,8,7,30,10.200000000000001,87.21000000000001,0.16,1.9000000000000001,13
2003,1,8,8,30,12.200000000000001,79.05,0.16,2.1,171
2003,1,8,9,30,14.5,70.04,0.16,2,358
2003,1,8,10,30,16.8,60.230000000000004,0.16,2.1,513
2003,1,8,11,30,18,56.34,0.16,2.3000000000000003,616
2003,1,8,12,30,18.8,55.02,0.16,2.7,661
2003,1,8,13,30,19.3,54.620000000000005,0.16,2.9000000000000004,633
2003,1,8,14,30,19.400000000000002,55.43,0.16,3,540
2003,1,8,15,30,19.1,57.84,0.16,2.6,395
2003,1,8,16,30,17.6,68.87,0.16,2,212
2003,1,8,17,30,15.9,80.59,0.16,1.9000000000000001,36
2003,1,8,18,30,15.200000000000001,81.25,0.16,2.2,0
2003,1,8,19,30,15.100000000000001,82.87,0.16,2.5,0
2003,1,8,20,30,15,85.65,0.16,2.8000000000000003,0
2003,1,8,21,30,15.100000000000001,88.37,0.16,2.9000000000000004,0
2003,1,8,22,30,15.100000000000001,92.3,0.16,3,0
2003,1,8,23,30,15,97.12,0.16,3.1,0
2003,1,9,0,30,14.9,100,0.16,3,0
2003,1,9,1,30,14.8,100,0.16,2.8000000000000003,0
2003,1,9,2,30,14.8,100,0.16,2.4000000000000004,0
2003,1,9,3,30,14.5,100,0.16,2.1,0
2003,1,9,4,30,14.4,100,0.16,2,0
2003,1,9,5,30,14.5,100,0.16,2,0
2003,1,9,6,30,14.9,100,0.16,2.1,0
2003,1,9,7,30,16.5,99.45,0.16,2.8000000000000003,12
2003,1,9,8,30,18.6,91.63,0.16,4.1000000000000005,119
2003,1,9,9,30,20,86.9,0.16,5,187
2003,1,9,10,30,21.200000000000003,80.77,0.16,5.1000000000000005,394
2003,1,9,11,30,22.200000000000003,75.82000000000001,0.16,4.5,423
2003,1,9,12,30,22.900000000000002,72.66,0.16,3.8000000000000003,495
2003,1,9,13,30,23.200000000000003,71.23,0.16,3.2,342
2003,1,9,14,30,23.1,71.56,0.16,2.6,535
2003,1,9,15,30,22.8,73.24,0.16,1.8,388
2003,1,9,16,30,21.900000000000002,82.5,0.16,1.2000000000000002,208
2003,1,9,17,30,21,84.7,0.16,1.1,36
2003,1,9,18,30,20.5,83.17,0.16,1.1,0
2003,1,9,19,30,20,85.64,0.16,1.2000000000000002,0
2003,1,9,20,30,19.400000000000002,88.39,0.16,1.2000000000000002,0
2003,1,9,21,30,18.7,91.11,0.16,1.5,0
2003,1,9,22,30,18,93.52,0.16,2.7,0
2003,1,9,23,30,16.900000000000002,94.81,0.16,4.2,0
2003,1,10,0,30,15.3,89.58,0.16,5.1000000000000005,0
2003,1,10,1,30,13.8,81.71000000000001,0.16,5.6000000000000005,0
2003,1,10,2,30,12.8,74.41,0.16,5.7,0
2003,1,10,3,30,12,69.64,0.16,5.5,0
2003,1,10,4,30,11.3,68.27,0.16,5.4,0
2003,1,10,5,30,10.600000000000001,68.47,0.16,5.4,0
2003,1,10,6,30,10.100000000000001,69.86,0.16,5.300000000000001,0
2003,1,10,7,30,10.3,68.77,0.16,5.5,5
2003,1,10,8,30,11.100000000000001,63.730000000000004,0.16,5.9,36
2003,1,10,9,30,12,57.13,0.16,6.1000000000000005,317
2003,1,10,10,30,13,51.550000000000004,0.16,5.9,194
2003,1,10,11,30,14.100000000000001,47.81,0.16,5.5,508
2003,1,10,12,30,15.100000000000001,45.58,0.16,5,536
2003,1,10,13,30,15.700000000000001,45.230000000000004,0.16,4.6000000000000005,655
2003,1,10,14,30,16,45.910000000000004,0.16,4.2,442
2003,1,10,15,30,15.700000000000001,47.63,0.16,3.8000000000000003,414
2003,1,10,16,30,14.4,52.870000000000005,0.16,3,128
2003,1,10,17,30,12.9,66.75,0.16,2.4000000000000004,22
