Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
2007,1,1,0,30,9.600000000000001,78.88,0.15,3.7,0
2007,1,1,1,30,8.9,80.51,0.15,3.6,0
2007,1,1,2,30,8.200000000000001,83.01,0.15,3.4000000000000004,0
2007,1,1,3,30,7.6000000000000005,85.26,0.15,3.2,0
2007,1,1,4,30,7.2,86.17,0.15,3,0
2007,1,1,5,30,6.7,87.86,0.15,2.9000000000000004,0
2007,1,1,6,30,6.5,87.77,0.15,3,0
2007,1,1,7,30,7.4,81.58,0.15,3.6,18
2007,1,1,8,30,9.600000000000001,69.36,0.15,4.1000000000000005,199
2007,1,1,9,30,12,53.83,0.15,4.2,396
2007,1,1,10,30,13.700000000000001,44.7,0.15,3.9000000000000004,558
2007,1,1,11,30,14.700000000000001,42.03,0.15,3.4000000000000004,663
2007,1,1,12,30,15.5,40.410000000000004,0.15,3,702
2007,1,1,13,30,15.9,39.68,0.15,2.8000000000000003,671
2007,1,1,14,30,16,39.47,0.15,2.8000000000000003,572
2007,1,1,15,30,15.700000000000001,40.47,0.15,2.7,416
2007,1,1,16,30,13.9,47.54,0.15,2.2,221
2007,1,1,17,30,11.700000000000001,65.66,0.15,1.9000000000000001,32
2007,1,1,18,30,10.8,68.75,0.15,2.1,0
