Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
2009,1,1,0,30,15.700000000000001,80.97,0.16,3.1,0
2009,1,1,1,30,15.5,83.25,0.16,2.8000000000000003,0
2009,1,1,2,30,15.4,84.64,0.16,2.5,0
2009,1,1,3,30,15.3,85.92,0.16,2.3000000000000003,0
2009,1,1,4,30,15.100000000000001,87.7,0.16,2.1,0
2009,1,1,5,30,14.9,89.55,0.16,2,0
2009,1,1,6,30,14.9,90.34,0.16,1.9000000000000001,0
2009,1,1,7,30,15.8,86.39,0.16,2.3000000000000003,5
2009,1,1,8,30,17.5,79.11,0.16,2.5,167
2009,1,1,9,30,19.1,73.60000000000001,0.16,2,352
2009,1,1,10,30,20.400000000000002,70.28,0.16,1.5,340
2009,1,1,11,30,21.5,67.91,0.16,1.4000000000000001,156
2009,1,1,12,30,22.700000000000003,65.71000000000001,0.16,1.6,547
2009,1,1,13,30,23.5,63.53,0.16,2.1,615
2009,1,1,14,30,23.8,62.43,0.16,2.3000000000000003,522
2009,1,1,15,30,23.5,63.74,0.16,2.2,375
2009,1,1,16,30,22.200000000000003,69.92,0.16,1.8,90
2009,1,1,17,30,20.5,81.47,0.16,1.6,26
2009,1,1,18,30,19.400000000000002,90.27,0.16,2.2,0
2009,1,1,19,30,18.900000000000002,97.06,0.16,2.6,0
2009,1,1,20,30,18.7,100,0.16,2.8000000000000003,0
2009,1,1,21,30,18.5,100,0.16,2.9000000000000004,0
2009,1,1,22,30,18.2,100,0.16,2.8000000000000003,0
2009,1,1,23,30,18,100,0.16,2.7,0
2009,1,2,0,30,17.6,100,0.16,2.5,0
2009,1,2,1,30,17.3,100,0.16,2.2,0
2009,1,2,2,30,17,100,0.16,2,0
2009,1,2,3,30,16.8,100,0.16,1.8,0
2009,1,2,4,30,16.5,100,0.16,1.7000000000000002,0
2009,1,2,5,30,16.400000000000002,100,0.16,1.7000000000000002,0
2009,1,2,6,30,16.5,100,0.16,1.7000000000000002,0
2009,1,2,7,30,18.1,100,0.16,2.3000000000000003,15
2009,1,2,8,30,20.400000000000002,91.21000000000001,0.16,3.4000000000000004,177
2009,1,2,9,30,22,82.77,0.16,4.2,216
2009,1,2,10,30,23.200000000000003,75.15,0.16,4.3,166
2009,1,2,11,30,23.8,70.88,0.16,4.1000000000000005,504
