Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,686934,-,-,-,27.77,-97.42,-6,16,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Surface Albedo,Wind Speed,GHI
2024,1,1,0,30,16.900000000000002,100,0.16,2.5,0
2024,1,1,1,30,16.6,100,0.16,2.2,0
2024,1,1,2,30,16.3,100,0.16,1.9000000000000001,0
2024,1,1,3,30,16,100,0.16,1.7000000000000002,0
2024,1,1,4,30,15.9,100,0.16,1.5,0
2024,1,1,5,30,15.8,100,0.16,1.3,0
2024,1,1,6,30,16,100,0.16,1.1,0
2024,1,1,7,30,16.900000000000002,100,0.16,1,12
2024,1,1,8,30,18.1,95.02,0.16,1.4000000000000001,88
2024,1,1,9,30,19.1,89.81,0.16,2,197
2024,1,1,10,30,19.900000000000002,85.15,0.16,2.6,246
2024,1,1,11,30,20.1,80.61,0.16,3.2,139
2024,1,1,12,30,19.700000000000003,78.16,0.16,3.7,125
2024,1,1,13,30,19,76.73,0.16,4.1000000000000005,111
2024,1,1,14,30,18.3,74.93,0.16,4.4,192
2024,1,1,15,30,17.400000000000002,73.74,0.16,4.4,115
2024,1,1,16,30,16.5,73.37,0.16,4,65
2024,1,1,17,30,15.700000000000001,75.27,0.16,3.7,24
2024,1,1,18,30,15,78.83,0.16,3.7,0
2024,1,1,19,30,14.5,82.16,0.16,3.9000000000000004,0
2024,1,1,20,30,14,85.36,0.16,4,0
2024,1,1,21,30,13.5,87.41,0.16,3.8000000000000003,0
2024,1,1,22,30,13.200000000000001,87.61,0.16,3.7,0
2024,1,1,23,30,13.100000000000001,87.49,0.16,3.7,0
2024,1,2,0,30,13.100000000000001,88.5,0.16,3.6,0
2024,1,2,1,30,13.100000000000001,90.72,0.16,3.5,0
2024,1,2,2,30,13.200000000000001,92.09,0.16,3.5,0
2024,1,2,3,30,13.3,93.2,0.16,3.6,0
2024,1,2,4,30,13.4,93.86,0.16,3.6,0
2024,1,2,5,30,13.5,94.43,0.16,3.7,0
2024,1,2,6,30,13.700000000000001,94.94,0.16,3.8000000000000003,0
2024,1,2,7,30,14.3,93.55,0.16,4.1000000000000005,6
2024,1,2,8,30,15.4,90.04,0.16,4.5,56
2024,1,2,9,30,16.7,86.36,0.16,4.7,75
2024,1,2,10,30,17.900000000000002,82.45,0.16,4.9,47
2024,1,2,11,30,18.8,79.95,0.16,4.9,255
2024,1,2,12,30,19.6,78.71000000000001,0.16,4.7,142
2024,1,2,13,30,20.200000000000003,78.39,0.16,4.5,64
2024,1,2,14,30,20.200000000000003,80.53,0.16,4.4,28
2024,1,2,15,30,19.700000000000003,84.95,0.16,4.2,30
2024,1,2,16,30,18.900000000000002,91.29,0.16,3.4000000000000004,16
2024,1,2,17,30,18.1,97.29,0.16,2.3000000000000003,17
2024,1,2,18,30,17.7,99.59,0.16,1.4000000000000001,0
2024,1,2,19,30,17.3,100,0.16,1.5,0
2024,1,2,20,30,16.7,100,0.16,3.2,0
2024,1,2,21,30,15.600000000000001,100,0.16,5.4,0
2024,1,2,22,30,14.200000000000001,100,0.16,6.4,0
2024,1,2,23,30,13.100000000000001,96.35000000000001,0.16,6.1000000000000005,0
2024,1,3,0,30,12.4,94.27,0.16,5.2,0
2024,1,3,1,30,11.9,95.01,0.16,4.6000000000000005,0
2024,1,3,2,30,11.5,96.14,0.16,4.5,0
2024,1,3,3,30,11.3,95.27,0.16,4.2,0
2024,1,3,4,30,11,95.19,0.16,4,0
2024,1,3,5,30,10.8,95.3,0.16,4.1000000000000005,0
2024,1,3,6,30,10.600000000000001,95.5,0.16,4.3,0
2024,1,3,7,30,10.9,92.32000000000001,0.16,4.6000000000000005,16
2024,1,3,8,30,12,83.38,0.16,5,91
2024,1,3,9,30,13.4,75.01,0.16,5.2,49
2024,1,3,10,30,14.700000000000001,68.26,0.16,5.2,182
2024,1,3,11,30,15.700000000000001,63.01,0.16,5.2,163
2024,1,3,12,30,16.3,59.5,0.16,5.1000000000000005,188
2024,1,3,13,30,16.7,56.980000000000004,0.16,5,199
2024,1,3,14,30,16.7,56.08,0.16,4.7,111
2024,1,3,15,30,16.2,57.370000000000005,0.16,4.4,104
2024,1,3,16,30,14.700000000000001,63.13,0.16,3.5,35
2024,1,3,17,30,12.9,74.27,0.16,2.7,31
2024,1,3,18,30,11.700000000000001,83.08,0.16,2.7,0
2024,1,3,19,30,11,88.63,0.16,2.8000000000000003,0
2024,1,3,20,30,10.3,94.43,0.16,2.7,0
2024,1,3,21,30,9.700000000000001,98.87,0.16,2.4000000000000004,0
2024,1,3,22,30,9.3,100,0.16,2.2,0
2024,1,3,23,30,9,100,0.16,2,0
2024,1,4,0,30,9,100,0.16,2,0
2024,1,4,1,30,9.3,100,0.16,2,0
2024,1,4,2,30,9.8,97.73,0.16,2.2,0
2024,1,4,3,30,10.200000000000001,95.93,0.16,2.3000000000000003,0
2024,1,4,4,30,10.4,94.93,0.16,2.4000000000000004,0
2024,1,4,5,30,10.4,95.07000000000001,0.16,2.5,0
2024,1,4,6,30,10.4,95.15,0.16,2.7,0
2024,1,4,7,30,10.8,92.91,0.16,3.1,14
2024,1,4,8,30,11.9,87.79,0.16,3.4000000000000004,171
2024,1,4,9,30,13.3,83.11,0.16,3.5,280
2024,1,4,10,30,15,78.03,0.16,3.4000000000000004,435
2024,1,4,11,30,16.8,72.88,0.16,3.1,28
2024,1,4,12,30,18.1,70.26,0.16,2.8000000000000003,31
2024,1,4,13,30,19.1,67.83,0.16,2.9000000000000004,378
2024,1,4,14,30,19.5,67.06,0.16,3.2,283
2024,1,4,15,30,19.3,69.16,0.16,3,178
2024,1,4,16,30,18.2,77.77,0.16,2.2,52
2024,1,4,17,30,17.2,86.91,0.16,1.8,23
2024,1,4,18,30,16.900000000000002,90.02,0.16,1.7000000000000002,0
2024,1,4,19,30,16.7,92.78,0.16,1.4000000000000001,0
2024,1,4,20,30,16.6,94.78,0.16,1.1,0
2024,1,4,21,30,16.6,95.68,0.16,1.1,0
2024,1,4,22,30,16.6,96.56,0.16,1.1,0
2024,1,4,23,30,16.8,96.31,0.16,1,0
2024,1,5,0,30,17,96.68,0.16,1,0
2024,1,5,1,30,17.3,96.64,0.16,0.8,0
